standid,longitude,latitude,main_species,vol_m3_per_ha,age_years,size_in_ha
1587500,24.7088,63.1427,pine,96,36,1.1
24039500,24.3512,63.1944,pine,88,67,4.0
2387000,23.8060,63.3042,pine,264,92,2.9
18517000,23.8908,63.3436,spruce,236,64,1.2
2402500,23.8871,63.4665,pine,77,57,2.4
2400000,23.7942,63.5035,pine,47,51,0.9
2406500,23.7723,63.5089,pine,96,32,3.1
21740500,23.6679,63.5143,pine,138,35,1.2
2405000,23.9300,63.4313,pine,140,71,1.4
2396500,23.9164,63.3997,pine,186,56,2.3
13781000,23.9293,63.2957,pine,102,60,3.5
2396000,23.9154,63.4203,pine,165,77,1.5
2404000,23.8981,63.4461,pine,91,44,0.8
2403000,23.8095,63.4804,pine,68,32,0.7
22245000,23.7193,63.4549,pine,146,90,1.0
20084500,23.6773,63.4376,pine,32,21,1.1
20085500,23.7352,63.4249,other,118,54,1.1
2392000,23.7555,63.3833,spruce,318,90,2.4
2392500,23.7742,63.3660,pine,31,81,1.2
22245500,23.7528,63.4088,other,110,61,1.1
2407500,23.8236,63.4132,pine,127,86,1.7
2372500,23.8890,63.3711,pine,70,47,3.8
22240500,23.5969,63.6381,pine,29,21,1.5
22433500,23.4173,63.7620,pine,228,79,1.2
8584500,23.2118,63.7466,pine,170,98,3.7
9166000,23.1893,63.7408,spruce,58,18,1.0
22434500,22.8861,63.8064,pine,42,13,0.8
24942500,22.5679,60.9512,spruce,91,51,0.7
20245000,23.1226,60.1136,pine,113,77,0.7
23933000,21.3670,61.0386,pine,120,78,0.7
23931500,21.3951,61.0329,spruce,347,86,0.9
23931000,21.4757,61.0068,spruce,251,63,2.4
23932500,21.4408,60.9887,spruce,149,56,3.3
14090500,22.1082,60.7068,pine,232,56,1.3
17269500,22.3102,60.6856,pine,116,35,0.5
16928000,22.2130,60.6553,pine,135,32,1.8
4313000,22.1991,60.6392,birch,78,17,0.9
17765000,22.1926,60.6320,pine,192,91,2.0
17064500,22.1478,60.6622,pine,104,90,1.8
19126000,22.3274,60.6320,pine,200,47,1.6
16542000,22.4089,60.6350,pine,326,104,1.0
19113000,22.3819,60.6132,spruce,107,31,2.1
13949500,22.0645,60.7993,spruce,139,65,0.7
13948500,22.2080,60.7857,pine,159,54,1.0
14106500,22.1573,60.7248,pine,96,46,1.7
14965500,22.1690,60.7472,pine,187,57,1.1
14140500,22.2105,60.7275,pine,199,82,0.9
13948000,22.1810,60.7837,spruce,217,92,1.2
14377500,22.0643,60.7301,spruce,195,66,1.2
14104500,22.1897,60.7130,spruce,160,50,0.7
14103000,21.9076,60.7955,spruce,373,112,3.2
14130500,21.9135,60.7797,pine,140,86,0.8
14129000,21.9025,60.7952,pine,184,44,2.3
10523500,21.7819,60.7259,spruce,245,105,1.2
14202500,21.9661,60.7707,spruce,20,14,1.8
14019500,21.9418,60.7091,pine,256,71,0.7
14008500,21.9414,60.7269,pine,240,56,2.8
13662500,21.8333,60.7128,pine,174,75,1.3
10959000,21.9160,60.8219,pine,152,55,1.5
4282500,21.8052,60.7231,spruce,242,89,4.2
13578500,21.7988,60.7093,spruce,162,57,2.3
14225500,21.9222,60.6825,pine,219,108,1.1
16712500,22.0892,60.6673,spruce,266,74,3.9
16709500,22.0785,60.6563,pine,175,58,1.9
16568500,22.0703,60.6518,pine,35,106,0.6
14151000,21.9292,60.7867,pine,31,75,1.1
10936500,21.8556,60.8013,pine,72,20,0.7
10279000,21.7574,60.7833,spruce,220,89,1.0
13185000,22.1022,60.5219,spruce,248,72,2.0
13171500,22.0886,60.5114,spruce,63,28,1.2
13293000,22.0867,60.5366,pine,205,44,1.2
15064000,22.0675,60.6710,pine,229,92,1.4
16712000,22.0293,60.5320,pine,255,78,0.8
13779500,21.9966,60.6592,pine,99,91,0.6
14707500,21.9655,60.6616,other,323,75,0.6
16706000,22.0030,60.6223,other,310,74,0.8
13949000,21.9629,60.5860,spruce,147,52,0.8
15044500,21.9168,60.5850,pine,354,102,0.5
13826500,21.8461,60.5683,pine,178,54,0.6
14719000,21.8493,60.6119,pine,69,41,3.0
13083000,21.7625,60.6346,pine,79,119,2.1
13083500,21.7590,60.6221,pine,78,52,1.4
13919500,21.8914,60.5630,spruce,155,63,1.1
4560000,21.6767,60.5043,pine,321,83,0.6
13292000,22.0226,60.5108,spruce,282,82,0.8
13380500,21.9409,60.5146,spruce,236,81,2.2
3710500,22.2041,60.3281,birch,197,30,1.2
3732500,21.5547,60.2980,pine,205,93,0.6
3713000,22.1482,60.2424,spruce,238,87,1.1
3722500,22.0529,60.1996,birch,240,60,1.2
12991000,21.6312,60.6132,pine,37,23,4.5
4557000,21.6246,60.6029,pine,298,93,2.1
4556500,21.6101,60.5982,pine,65,67,0.8
4558500,21.6713,60.5524,pine,31,111,1.3
4560500,21.6466,60.5399,pine,176,93,0.7
4559500,21.5715,60.5359,pine,27,81,1.1
4587500,21.5201,60.6588,birch,142,70,1.3
4558000,21.5476,60.5899,spruce,339,87,0.6
4585000,21.5258,60.6371,pine,21,82,1.0
4157000,21.4577,60.5537,pine,37,114,1.7
4158000,21.4519,60.5344,pine,228,86,1.0
4583500,21.4472,60.6262,birch,109,20,0.9
4158500,21.4007,60.5775,pine,41,103,1.1
22895000,21.3583,60.5629,pine,211,47,0.5
4588000,21.6463,60.7411,pine,166,48,1.6
10299500,21.8267,60.7849,spruce,262,59,1.7
4159000,21.3735,60.5789,pine,164,44,1.4
4159500,21.3580,60.5687,spruce,244,55,1.1
23215500,21.2572,60.5660,pine,21,112,2.4
3727500,21.4029,60.2836,pine,39,15,2.1
4444000,22.8137,60.0461,pine,68,27,1.7
21890000,22.9219,60.1596,pine,61,49,0.9
13004500,22.7696,60.0997,pine,225,78,0.8
14830000,22.5147,60.5408,spruce,285,68,0.5
3391500,22.6521,60.1536,pine,109,27,3.3
3397000,22.6720,60.1146,spruce,210,42,1.0
3390500,22.6784,60.1057,pine,42,112,2.3
3395500,22.6613,60.1256,pine,220,80,0.7
3390000,22.7200,60.0720,pine,208,54,0.9
3401000,22.6706,60.0736,spruce,75,20,0.6
3393500,22.7224,60.0643,birch,22,17,3.5
14414000,22.3000,60.7455,pine,50,53,3.1
14142000,22.2490,60.7267,pine,247,86,0.6
16498000,22.3043,60.5777,pine,224,86,5.1
14172500,22.4185,60.5908,spruce,315,75,0.6
18228000,22.1488,60.5826,spruce,279,70,0.6
19128000,22.2659,60.5507,pine,173,51,0.7
16316000,22.3733,60.5221,spruce,182,46,0.6
14952500,22.4022,60.5238,pine,158,70,1.7
14927500,22.4135,60.5041,spruce,368,100,2.8
14925000,22.3959,60.4978,spruce,381,96,1.1
16250500,22.3127,60.5144,spruce,276,66,3.8
4327500,22.6317,60.4157,other,219,75,0.6
4327000,22.5960,60.4468,spruce,203,62,0.6
18026500,22.5496,60.5111,pine,287,97,2.5
19218000,22.5722,60.4216,pine,240,65,0.9
14254000,22.5663,60.4068,pine,137,37,1.0
19154500,22.5613,60.4831,pine,27,42,3.8
19200000,22.5274,60.4679,spruce,322,83,1.3
14157000,22.5094,60.3960,pine,169,71,0.6
18403500,22.4567,60.4695,other,230,61,0.6
4502500,22.5787,60.3040,spruce,192,99,1.5
4502000,22.6203,60.3025,pine,163,49,0.7
4506500,22.6111,60.3350,spruce,182,90,1.0
4499000,22.7416,60.2766,pine,69,110,2.1
3712500,22.2595,60.2901,spruce,224,29,2.0
4501500,22.5694,60.2615,spruce,355,93,1.7
4499500,22.6398,60.2563,pine,222,87,0.9
4503000,22.4902,60.2915,pine,127,34,0.8
3709000,22.3283,60.2487,spruce,233,70,1.0
3406500,22.4410,60.1747,pine,181,37,1.7
3402500,22.4820,60.1921,birch,151,62,1.5
3708500,22.2763,60.1680,other,119,81,0.5
13624000,22.1253,60.8767,pine,209,86,0.6
13654500,22.1057,60.8467,spruce,243,89,1.5
14174500,22.0008,60.8233,pine,45,69,1.9
13908500,22.1869,60.8441,pine,128,72,0.9
4534000,23.4491,60.7098,spruce,174,43,0.8
4544000,23.7976,60.5145,pine,201,51,1.0
4539500,23.6634,60.5902,pine,205,38,1.6
4546000,23.6603,60.5488,spruce,206,89,0.7
4549500,23.5943,60.6705,other,93,30,2.3
4536000,23.5983,60.6370,pine,70,22,4.6
4536500,23.5594,60.6856,spruce,157,50,3.1
4535000,23.3962,60.6640,birch,201,38,1.7
4541000,23.4286,60.6241,spruce,290,88,1.8
22365500,23.5448,60.6084,pine,192,77,0.9
20065000,23.5308,60.5604,spruce,245,62,0.6
21729000,23.6532,60.5120,other,352,56,0.8
20242000,23.6897,60.5063,spruce,239,50,5.2
22083500,23.6919,60.4564,other,66,71,1.2
4546500,23.7945,60.6109,pine,262,40,2.2
4549000,23.7928,60.5474,spruce,267,77,0.7
4543000,23.7169,60.5702,pine,188,89,2.3
4548500,23.7240,60.5766,pine,269,109,0.9
4547500,23.7482,60.6135,spruce,268,84,1.4
4547000,23.6982,60.6141,spruce,292,95,1.1
4548000,23.8455,60.6099,pine,108,25,1.4
4542500,23.8435,60.5659,spruce,276,79,2.5
4543500,23.7431,60.5181,spruce,297,84,0.6
4544500,23.7825,60.5247,spruce,198,76,2.4
4479500,23.4844,60.2529,pine,237,51,1.0
20371000,23.4007,60.2275,spruce,392,79,0.8
21693500,23.3127,60.2090,pine,286,91,1.7
4532000,23.3087,60.6247,spruce,218,76,1.5
18791500,23.3759,60.3813,pine,54,114,1.6
19765500,23.3552,60.4296,spruce,120,19,3.1
19180500,23.3005,60.3350,other,43,15,2.2
22241500,23.4932,60.5661,other,165,51,0.7
20073500,23.4780,60.5611,spruce,240,75,3.0
20634000,23.5698,60.5031,pine,134,63,1.8
21430000,23.3788,60.5042,spruce,317,77,2.8
21728500,23.5865,60.4977,other,87,25,0.6
22084500,23.5916,60.4818,other,125,29,0.7
22242000,23.5070,60.4664,pine,75,14,1.1
22242500,23.4948,60.4921,pine,211,81,1.2
22241000,23.5222,60.4822,pine,155,29,1.2
20634500,23.6345,60.4561,pine,338,88,0.5
21454000,23.4454,60.4445,pine,124,55,0.8
22365000,23.5537,60.5154,pine,228,66,1.7
20453500,23.4300,60.4316,pine,151,40,1.8
18860500,23.4075,60.4226,pine,166,65,0.6
22084000,23.6560,60.4051,spruce,252,60,1.2
22332000,23.4755,60.3783,spruce,200,54,3.1
22149500,23.6817,60.3806,pine,169,56,0.7
20059000,23.6733,60.3824,other,279,63,0.7
22116500,23.5490,60.3759,pine,113,29,1.2
22151000,23.7057,60.3637,spruce,54,14,0.6
22333000,23.5508,60.4269,pine,344,103,1.3
20211500,23.6064,60.4071,pine,35,88,0.6
20271000,23.4450,60.3317,spruce,195,65,1.0
21730000,23.4305,60.3374,other,98,29,1.4
19320000,23.3626,60.3468,spruce,91,24,0.7
22150000,23.6719,60.3740,pine,150,69,3.0
20270500,23.4836,60.3179,pine,240,63,1.3
4550000,23.6423,60.3309,spruce,253,77,0.6
4487500,23.6026,60.3247,spruce,318,99,1.8
4477000,23.5380,60.2735,pine,181,46,1.3
4481500,23.5184,60.2619,pine,177,37,2.1
4487000,23.7529,60.4105,other,151,63,0.9
4489000,23.6975,60.3313,spruce,114,32,3.3
21759500,23.3785,60.2067,pine,319,55,1.8
4532500,23.2628,60.6527,spruce,200,63,1.2
17680500,23.2066,60.4797,spruce,194,52,0.7
18579500,23.2370,60.4322,pine,286,92,3.7
17718000,23.2218,60.3853,pine,141,76,0.6
17827500,23.2384,60.3890,pine,71,64,1.2
17839500,23.2615,60.3658,spruce,104,60,0.5
20245500,23.1185,60.1326,pine,31,70,1.0
21693000,23.1747,60.1593,spruce,235,55,1.1
18592500,23.1446,60.2880,spruce,221,45,1.4
20023500,23.1507,60.2071,pine,154,56,1.5
19907500,23.0672,60.2043,pine,185,66,0.8
21890500,23.0696,60.1776,pine,293,107,1.2
20414000,23.0487,60.1300,pine,149,84,0.6
24240000,22.4324,60.9272,spruce,279,82,1.3
24795000,22.6791,60.9043,other,84,20,2.1
24795500,22.6978,60.8778,spruce,306,89,0.5
18591000,22.6876,60.8228,spruce,178,60,1.0
24797000,22.7778,60.8390,spruce,149,47,0.7
18591500,22.7874,60.7932,pine,86,60,0.5
24240500,22.4874,60.9304,spruce,328,73,0.6
24239500,22.4907,60.9058,pine,149,56,1.7
24315000,22.4792,60.8681,pine,137,60,1.4
24239000,22.4445,60.8881,pine,152,55,1.1
18625500,22.7728,60.7653,spruce,254,97,0.7
18601500,22.8197,60.7596,pine,197,99,0.9
18599500,22.6517,60.7166,pine,92,55,0.8
18602000,22.7489,60.7286,pine,113,28,1.3
25159500,23.0782,60.7785,other,28,15,0.6
24794500,22.7718,60.8732,spruce,77,30,0.5
16571000,22.4008,60.6995,pine,162,61,0.6
14134500,22.4577,60.6827,pine,80,15,1.2
14050000,22.4928,60.7099,spruce,198,35,0.6
25974500,22.1931,60.8446,pine,31,103,0.6
4538000,23.2633,60.7168,pine,236,61,1.8
4537500,23.2530,60.6929,pine,260,101,2.6
4154500,23.1395,60.7484,spruce,208,53,0.7
25161500,23.0914,60.7456,spruce,66,29,1.2
22145500,23.0822,60.5932,pine,128,45,1.7
10761000,23.1054,60.6857,pine,87,23,0.8
4254000,23.0470,60.5628,spruce,115,38,0.8
4252000,22.9707,60.5708,pine,60,16,1.1
17779000,22.8506,60.7179,spruce,317,105,0.8
17780000,22.8927,60.6891,spruce,166,55,0.5
4251500,22.8779,60.6454,spruce,250,102,1.2
17783000,22.8637,60.6685,pine,280,84,1.7
17781500,22.8077,60.6581,pine,31,13,2.0
19306000,22.8396,60.6219,pine,130,91,0.9
17779500,22.8016,60.7025,pine,64,17,2.0
17784500,22.6917,60.6517,pine,363,96,0.9
19913000,22.9694,60.2320,spruce,191,61,1.6
21727000,23.0506,60.2136,pine,188,78,2.7
19911000,23.0278,60.2121,other,164,54,1.5
21728000,22.9452,60.1906,pine,135,65,2.0
21725500,23.0324,60.1954,spruce,228,71,1.8
20413000,22.9796,60.1115,pine,135,70,1.6
4325000,22.7528,60.3882,spruce,202,64,0.9
4497500,22.7534,60.3554,pine,236,82,0.9
18121500,23.0487,60.3569,spruce,295,58,0.9
4497000,22.7856,60.3391,pine,220,46,0.5
4466500,22.9333,60.3934,pine,161,29,1.4
4463500,22.8939,60.3693,spruce,310,96,1.3
4464500,22.8748,60.3551,pine,260,101,1.1
17010500,22.8668,60.3302,spruce,150,41,0.5
4505500,22.8520,60.3246,spruce,269,49,4.7
19663500,23.0759,60.3197,pine,199,82,0.6
16971500,23.0470,60.3127,spruce,143,31,2.0
18142500,22.9248,60.3351,pine,173,82,0.6
17026000,22.9142,60.2636,pine,228,54,0.8
21726500,22.9641,60.2715,pine,44,79,0.6
19912000,23.0189,60.2974,other,151,41,1.3
4322500,22.7247,60.5215,pine,273,44,0.8
4249000,22.8822,60.5331,spruce,265,99,0.7
4248500,22.8508,60.5285,pine,137,29,3.2
4468000,22.9364,60.5330,pine,116,70,0.6
4467500,22.9298,60.5259,spruce,170,70,1.0
19196000,23.0840,60.5294,spruce,182,61,1.1
10903500,22.6013,60.4983,spruce,47,100,0.6
10884500,22.6520,60.4788,spruce,225,70,1.1
4469500,22.9254,60.4907,pine,254,63,7.9
19172500,23.0710,60.4825,spruce,345,71,0.6
4320500,22.8039,60.4809,spruce,80,59,0.8
4468500,23.0089,60.4448,spruce,287,120,1.8
22145000,23.0683,60.4429,pine,204,64,4.7
4464000,23.0028,60.4409,pine,21,106,0.7
4462500,22.9222,60.4365,pine,45,118,1.0
4321000,22.8260,60.4326,pine,171,108,1.8
4471000,22.8708,60.4253,pine,179,70,0.8
19267000,22.7479,60.5545,pine,165,32,1.2
19267500,22.7504,60.5548,pine,187,100,2.8
14133500,22.6299,60.6530,pine,115,22,2.5
13994000,22.6412,60.7088,pine,78,72,6.9
13993500,22.6170,60.6641,pine,51,15,1.8
19301000,22.6751,60.5723,pine,299,84,3.6
19286500,22.6350,60.6103,spruce,367,86,0.9
14734500,22.5987,60.5815,pine,140,102,0.6
14135500,22.5683,60.5694,pine,39,96,1.6
14795000,22.5738,60.5575,pine,38,114,0.9
4253000,23.0602,60.5987,birch,31,17,1.5
4254500,23.0041,60.5892,pine,218,73,1.1
4252500,23.0895,60.5707,pine,271,51,4.3
25160500,22.9381,60.7261,pine,80,45,0.6
25008000,22.8522,60.7745,spruce,314,83,0.7
25160000,22.8980,60.7443,pine,246,55,3.0
25007500,22.8504,60.8257,spruce,172,66,0.9
18600500,22.7399,60.7493,pine,183,68,1.2
14050500,22.5797,60.7745,spruce,216,73,1.5
14046500,22.6106,60.7960,spruce,281,87,1.6
24313000,22.5503,60.8466,spruce,251,84,0.9
14049500,22.5968,60.8310,pine,107,55,1.1
24314000,22.5510,60.8311,spruce,333,72,4.8
24311500,22.5045,60.8724,pine,57,89,0.9
18600000,22.6943,60.7352,spruce,222,77,1.4
14047500,22.5121,60.7803,pine,121,98,1.0
14053000,22.5184,60.7685,pine,144,71,1.2
14152000,22.4613,60.6262,spruce,314,100,1.1
14049000,22.4960,60.6890,birch,46,16,0.8
24740500,22.3660,60.8271,pine,68,50,1.0
24217000,22.2059,60.8327,pine,73,39,1.2
4399500,22.2445,60.8167,pine,71,65,0.6
24740000,22.3842,60.8153,pine,85,23,1.4
24739000,22.3093,60.8322,pine,86,63,0.9
4399000,22.2830,60.8006,pine,34,47,0.6
24741000,22.2757,60.8032,spruce,136,48,1.1
24315500,22.4751,60.7934,spruce,363,91,1.5
24742000,22.3723,60.7608,pine,37,35,0.6
15035500,22.3563,60.7392,pine,20,36,1.0
14047000,22.4541,60.7255,spruce,146,70,0.5
14048500,22.4685,60.7527,spruce,256,98,1.5
16555500,22.3969,60.7146,pine,61,53,0.9
14054000,22.4824,60.7013,spruce,152,41,1.0
26202500,22.4942,60.6980,spruce,259,50,0.7
14136000,22.5529,60.5911,pine,173,99,0.8
10851000,22.6304,60.4699,pine,70,21,2.2
10377000,22.5899,60.4872,pine,45,55,1.8
15075000,22.5866,60.5024,pine,248,71,0.6
24219500,22.2848,60.9102,pine,114,53,0.5
24219000,22.3654,60.8914,pine,130,59,0.6
24312500,22.4563,60.8673,pine,211,62,3.2
24238500,22.4158,60.8904,pine,226,62,1.1
24311000,22.4277,60.8806,pine,96,25,1.6
24738500,22.4035,60.8685,other,140,40,1.5
24313500,22.4731,60.8401,spruce,68,33,1.4
24216500,22.2182,60.8837,pine,157,55,2.9
3731000,21.8352,60.1764,pine,137,62,1.1
3731500,21.7507,60.1721,pine,83,31,0.5
3718500,21.7980,60.1378,pine,220,48,2.0
3724000,21.6593,60.1361,spruce,266,96,1.1
3732000,21.6578,60.1279,pine,34,73,0.7
3719500,21.9151,60.1648,pine,168,102,2.4
3725000,21.6049,60.1557,spruce,36,13,2.7
3728000,21.4014,60.2404,pine,163,44,1.3
13617000,21.3838,60.2129,pine,230,87,0.7
3730000,21.3731,60.2038,birch,190,60,0.8
3727000,21.3944,60.1890,pine,151,56,0.8
3405000,22.4326,60.0442,pine,34,12,1.5
3387500,22.3557,59.9468,pine,179,82,3.4
10379500,21.7128,60.9509,birch,44,20,1.8
24669000,21.8088,60.9474,pine,183,78,2.5
10660000,21.6242,60.9643,spruce,82,17,0.7
10397500,21.6465,60.9602,spruce,246,50,0.9
10336500,21.6527,60.9529,pine,35,108,1.5
10378500,21.6894,60.9525,spruce,307,58,0.9
11221500,21.8197,60.9338,pine,193,108,0.8
11345000,21.9026,60.8912,spruce,195,54,10.1
10675500,21.7941,60.9016,pine,156,99,2.1
10351000,21.8173,60.8277,pine,167,46,1.0
10502000,21.6406,60.9456,pine,247,53,1.1
10523000,21.6543,60.9463,pine,182,78,2.1
26327000,21.6252,60.9935,spruce,203,92,0.5
23930500,21.5739,61.0034,spruce,333,92,5.2
4586000,21.4509,60.6865,pine,168,49,0.9
4586500,21.3817,60.6936,spruce,172,43,0.7
4584500,21.4386,60.6661,pine,158,107,0.6
14719500,21.4766,60.9758,pine,41,22,1.0
4190000,21.5337,60.9560,pine,66,48,2.6
14665500,21.5960,60.9548,spruce,44,22,0.5
4577000,21.5191,60.8614,pine,171,72,0.9
4575000,21.6696,60.8153,pine,163,103,1.7
4574000,21.5356,60.8018,pine,282,76,0.7
4584000,21.3958,60.7089,pine,150,77,1.5
4576500,21.4582,60.8387,pine,238,66,0.7
4577500,21.4466,60.8544,pine,187,57,0.6
4576000,21.4637,60.8352,pine,178,71,7.4
4587000,21.5018,60.7084,pine,26,108,4.0
4585500,21.4227,60.7333,pine,222,95,1.0
24668500,21.8044,60.9534,spruce,250,51,0.7
11425000,21.8330,60.8541,pine,221,114,1.5
4582000,21.4989,60.7589,pine,278,86,10.2
4160000,21.2598,60.6088,pine,35,113,1.2
24669500,21.8621,60.9601,spruce,214,60,1.1
24670000,21.9057,60.9401,spruce,290,65,4.8
10490000,21.7481,60.9866,pine,42,98,2.0
10467000,21.7065,60.9863,pine,107,44,1.0
24668000,21.8111,60.9859,pine,219,85,4.0
24667500,21.7886,61.0159,spruce,75,31,2.4
23647000,21.7555,61.0081,pine,59,66,0.7
24667000,21.8499,61.0001,spruce,148,48,1.1
24940000,22.7884,60.9887,pine,59,28,0.6
24939000,22.6889,60.9453,spruce,28,13,2.3
24938000,22.6688,60.9588,pine,182,85,2.8
24942000,22.6751,60.9254,pine,215,58,1.0
24994000,22.9365,60.8555,spruce,70,19,3.4
24994500,22.9564,60.8375,spruce,65,53,0.5
24941000,22.8061,60.9582,spruce,245,76,1.1
24938500,22.7153,60.9656,pine,119,61,4.0
25009500,23.0529,60.9956,spruce,73,47,0.9
24973000,22.9160,61.0229,pine,221,70,1.6
24972000,22.9429,61.0305,spruce,81,46,0.8
25011000,23.1291,61.0039,birch,32,18,3.0
24972500,22.9404,61.0032,spruce,222,54,3.0
25008500,22.9674,61.0134,pine,166,63,1.0
25010000,23.0747,61.0016,spruce,108,29,0.9
24973500,22.9073,61.0050,spruce,296,77,1.4
25009000,22.9618,60.9827,spruce,357,88,2.6
25011500,22.9318,60.9786,pine,174,57,2.0
25013000,23.0498,60.9499,spruce,85,27,2.3
25012000,23.1142,60.9435,pine,108,27,0.6
25007000,23.0515,60.9349,spruce,309,90,0.7
25076500,23.1050,60.8941,pine,144,36,0.8
25013500,23.1759,60.9769,spruce,164,44,2.5
25075000,23.1739,60.9388,pine,39,97,0.5
25074500,23.1937,60.9737,other,219,34,0.8
25075500,23.2002,60.9219,spruce,94,33,0.7
8466000,28.9719,62.9480,spruce,235,50,3.4
21912500,28.9888,62.9412,birch,168,79,1.4
8474500,29.1910,62.9639,pine,94,41,0.6
8483000,29.3000,62.9444,pine,208,58,1.7
8474000,29.2867,62.9226,pine,163,69,8.4
18994000,29.3749,62.9130,pine,200,83,0.6
8493500,29.3722,62.9371,pine,149,53,1.8
17020500,29.3897,62.8881,pine,239,43,1.2
8468500,29.1058,62.9206,spruce,224,114,2.2
17024500,29.2666,62.9064,pine,211,56,1.4
17228500,29.1154,62.8934,spruce,209,64,1.7
16995000,29.1192,62.8490,pine,91,45,6.8
8138000,29.5066,63.1515,spruce,168,88,1.5
8149000,29.3921,63.1148,pine,193,120,1.4
8489000,29.4672,63.0355,pine,163,56,1.4
8489500,29.4281,63.0193,pine,157,34,1.4
8490500,29.4221,63.0114,pine,67,90,1.3
8479500,29.2861,63.0457,pine,183,97,0.8
8482500,29.2547,62.9873,pine,157,98,1.1
8170500,29.1117,62.9908,pine,162,60,2.5
8351500,30.2834,63.4171,spruce,211,89,0.6
14482500,30.0506,63.3453,pine,334,63,0.7
14648500,29.9767,63.2584,pine,197,36,0.6
14541000,29.9964,63.1702,spruce,204,41,0.5
8143500,29.6076,63.1557,birch,189,35,2.0
8597500,29.7860,63.1393,birch,110,39,1.2
18778500,29.7899,63.1384,spruce,33,12,5.3
8598000,29.8142,63.1397,pine,212,104,1.1
14538500,30.0231,63.1540,pine,178,65,1.3
9074000,29.8015,62.9657,spruce,191,98,1.9
14946000,30.3733,63.2752,pine,103,47,1.0
14862500,30.4146,63.2804,spruce,286,59,0.6
14338500,30.3621,63.3153,pine,68,25,2.6
14335500,30.1233,63.2683,pine,74,14,0.8
14334000,30.0990,63.2515,pine,124,38,2.2
14298000,30.2194,63.1663,spruce,192,66,0.7
14328500,30.2648,63.2060,birch,39,15,3.6
14556500,30.1557,63.2107,pine,92,60,1.6
14514000,30.1858,63.1698,pine,123,69,0.8
14539500,30.0925,63.1679,pine,110,44,2.2
16318000,30.1145,63.1469,pine,131,33,1.9
14330500,30.4022,63.1473,pine,137,50,1.4
14331000,30.4388,63.1122,spruce,57,18,0.8
14379000,30.1016,63.2189,spruce,190,36,0.8
14543500,30.0945,63.1162,other,26,12,1.0
14334500,30.1478,63.2782,pine,20,47,1.1
15032500,30.1262,63.0918,pine,47,54,1.7
8600000,29.8022,63.0496,spruce,269,111,0.6
14805000,30.0610,63.0534,pine,239,67,1.1
14263000,30.2771,63.0536,spruce,108,56,2.6
14799500,30.0524,63.0668,pine,113,30,0.9
14297000,30.3038,63.0380,other,195,34,3.2
9073000,29.8015,62.9914,spruce,117,19,1.2
9158000,29.8627,63.0234,spruce,126,31,0.7
8260000,29.8331,62.9521,spruce,179,83,0.5
14450000,30.1864,63.0047,spruce,290,67,0.5
8047000,30.0833,62.9991,pine,140,82,1.0
8105000,30.1762,63.0393,pine,138,38,1.4
8045000,30.0764,63.0198,birch,197,49,1.5
14520500,30.1482,63.0115,other,228,56,0.5
15979500,29.6419,63.1029,pine,189,41,4.4
8142500,29.6055,63.1131,spruce,161,46,2.4
8139000,29.5861,63.1137,pine,203,32,0.7
8167000,29.5904,63.1112,spruce,195,74,1.8
8599000,29.7548,63.1080,spruce,251,95,0.7
8599500,29.7278,63.0879,spruce,256,94,6.2
8142000,29.6744,63.0738,pine,212,53,0.6
8128000,29.5734,63.0435,spruce,158,87,0.6
8129000,29.6607,63.0277,pine,176,64,0.6
8127000,29.5942,63.0027,spruce,164,63,0.9
9076000,29.8674,62.9793,spruce,265,72,0.7
14540500,30.0269,63.1320,pine,236,74,1.3
8595500,29.7543,63.1571,pine,61,20,2.2
8596500,29.6939,63.1520,pine,121,20,0.8
8126500,29.6579,62.9980,spruce,159,48,0.8
9211000,29.7539,62.9803,birch,95,49,1.9
8477500,29.4779,62.9940,pine,110,35,2.3
17293500,29.1371,62.8576,pine,148,62,0.9
13029500,30.4790,63.2998,pine,169,66,0.5
14018000,30.5847,63.3050,pine,144,42,0.6
14045500,30.6022,63.2982,pine,203,61,2.6
14861500,30.5083,63.2789,pine,145,56,2.1
14863000,30.5539,63.2746,pine,212,51,0.5
14944500,30.4202,63.2528,other,113,46,0.9
8365500,30.6833,63.2476,spruce,144,40,0.9
8048000,30.1581,62.9861,pine,149,43,2.9
14976500,30.6506,63.1515,pine,147,66,6.0
9124000,29.9070,62.9573,spruce,176,38,1.1
9080000,29.8618,62.9695,spruce,212,79,2.2
8478000,29.4804,62.9599,pine,153,86,1.6
14692500,30.0428,63.6556,pine,130,52,2.8
14451500,29.7959,63.6591,other,127,47,1.8
14923000,29.6257,63.4622,pine,192,45,0.5
14920500,29.6380,63.4485,spruce,40,26,0.8
8371500,29.6332,63.5468,pine,68,20,1.4
14922500,29.6081,63.5920,pine,128,32,2.2
14918000,29.5800,63.5710,spruce,250,49,0.7
14919000,29.6038,63.5682,pine,177,67,4.4
14711500,29.5860,63.5125,pine,120,77,1.0
14924000,29.5554,63.4959,spruce,283,78,2.4
14918500,29.5481,63.5047,pine,132,42,1.1
9060500,29.5269,63.5133,spruce,95,23,2.9
14449000,29.5279,63.6056,pine,148,33,0.5
8371000,29.5081,63.5414,spruce,67,23,1.0
14921500,29.5620,63.5638,pine,163,53,0.7
14917000,29.5694,63.4323,spruce,199,72,0.6
11353500,29.3556,63.4956,pine,60,19,0.6
